strain	subject acc.ver	subject title	species	genotype	E	P	H	F	date	year	location	GeoNames.country_code	GeoNames.admin1_code	GeoNames.admin2_code	GeoNames.admin3_code	GeoNames.admin4_code	GeoNames.geonameid	GeoNames.name	GeoNames.latitude	GeoNames.longitude	GeoNames.feature_code	GeoNames.modification_date
MW686813.1	MW686813.1	UNVERIFIED: Human adenovirus 2 isolate Pt19_S17 sequence	C	2	89	2	2	2	2015-10-29	2015	GB.00	GB	00	?	?	?	2635167	United Kingdom of Great Britain and Northern Ireland	54.75844	-2.69531	PCLI	2020-05-04
MW686821.1	MW686821.1	UNVERIFIED: Human adenovirus 1 isolate Pt39_S1 sequence	C	1	57	1	1	1	2017-08-16	2017	GB.00	GB	00	?	?	?	2635167	United Kingdom of Great Britain and Northern Ireland	54.75844	-2.69531	PCLI	2020-05-04
MW686822.1	MW686822.1	UNVERIFIED: Human adenovirus 1 isolate Pt39_S2 sequence	C	1	57	1	1	1	2017-08-28	2017	GB.00	GB	00	?	?	?	2635167	United Kingdom of Great Britain and Northern Ireland	54.75844	-2.69531	PCLI	2020-05-04
MW686823.1	MW686823.1	UNVERIFIED: Human adenovirus 1 isolate Pt39_S3 sequence	C	1	57	1	1	1	2017-08-31	2017	GB.00	GB	00	?	?	?	2635167	United Kingdom of Great Britain and Northern Ireland	54.75844	-2.69531	PCLI	2020-05-04
MW686824.1	MW686824.1	UNVERIFIED: Human adenovirus 1 isolate Pt25_S1 sequence	C	1	57	1	1	1	2016-04-03	2016	GB.00	GB	00	?	?	?	2635167	United Kingdom of Great Britain and Northern Ireland	54.75844	-2.69531	PCLI	2020-05-04
MW686827.1	MW686827.1	UNVERIFIED: Human adenovirus 1 isolate Pt40_S1_S2 sequence	C	1	57	1	1	1	2017-11-08	2017	GB.00	GB	00	?	?	?	2635167	United Kingdom of Great Britain and Northern Ireland	54.75844	-2.69531	PCLI	2020-05-04
MW686829.1	MW686829.1	UNVERIFIED: Human adenovirus 2 isolate Pt52_S1_C2 sequence	C	2	89	2	2	2	2018-04-05	2018	GB.00	GB	00	?	?	?	2635167	United Kingdom of Great Britain and Northern Ireland	54.75844	-2.69531	PCLI	2020-05-04
MW686830.1	MW686830.1	UNVERIFIED: Human adenovirus 2 isolate Pt52_S2_C2 sequence	C	2	89	2	2	2	2018-04-09	2018	GB.00	GB	00	?	?	?	2635167	United Kingdom of Great Britain and Northern Ireland	54.75844	-2.69531	PCLI	2020-05-04
MW686831.1	MW686831.1	UNVERIFIED: Human adenovirus 1 isolate Pt42_S2 sequence	C	1	57	1	1	1	2017-11-06	2017	GB.00	GB	00	?	?	?	2635167	United Kingdom of Great Britain and Northern Ireland	54.75844	-2.69531	PCLI	2020-05-04
MW686832.1	MW686832.1	UNVERIFIED: Human adenovirus 1 isolate Pt42_S3 sequence	C	1	57	1	1	1	2017-12-27	2017	GB.00	GB	00	?	?	?	2635167	United Kingdom of Great Britain and Northern Ireland	54.75844	-2.69531	PCLI	2020-05-04
MW686833.1	MW686833.1	UNVERIFIED: Human adenovirus 1 isolate Pt44_S1 sequence	C	1	57	1	1	1	2018-01-01	2018	GB.00	GB	00	?	?	?	2635167	United Kingdom of Great Britain and Northern Ireland	54.75844	-2.69531	PCLI	2020-05-04
MW686834.1	MW686834.1	UNVERIFIED: Human adenovirus 1 isolate Pt47_S1 sequence	C	1	57	1	1	1	2018-02-27	2018	GB.00	GB	00	?	?	?	2635167	United Kingdom of Great Britain and Northern Ireland	54.75844	-2.69531	PCLI	2020-05-04
MW686836.1	MW686836.1	UNVERIFIED: Human adenovirus 2 isolate Pt58_S1_C2 sequence	C	2	57	2	2	2	2019-01-21	2019	GB.00	GB	00	?	?	?	2635167	United Kingdom of Great Britain and Northern Ireland	54.75844	-2.69531	PCLI	2020-05-04
MW686839.1	MW686839.1	UNVERIFIED: Human adenovirus 1 isolate Pt72_S1 sequence	C	1	57	1	1	1	2019-04-01	2019	GB.00	GB	00	?	?	?	2635167	United Kingdom of Great Britain and Northern Ireland	54.75844	-2.69531	PCLI	2020-05-04
MW686840.1	MW686840.1	UNVERIFIED: Human adenovirus 2 isolate Pt64_S1_C2 sequence	C	2	57	1	2	2	2018-12-31	2018	GB.00	GB	00	?	?	?	2635167	United Kingdom of Great Britain and Northern Ireland	54.75844	-2.69531	PCLI	2020-05-04
MW686842.1	MW686842.1	UNVERIFIED: Human adenovirus 2 isolate Pt67_S1_C2 sequence	C	2	2	1	2	2	2019-02-02	2019	GB.00	GB	00	?	?	?	2635167	United Kingdom of Great Britain and Northern Ireland	54.75844	-2.69531	PCLI	2020-05-04
MW686843.1	MW686843.1	UNVERIFIED: Human adenovirus 1 isolate Pt49_S1 sequence	C	1	57	1	1	1	2018-01-18	2018	GB.00	GB	00	?	?	?	2635167	United Kingdom of Great Britain and Northern Ireland	54.75844	-2.69531	PCLI	2020-05-04
MW686844.1	MW686844.1	UNVERIFIED: Human adenovirus 5 isolate Pt48_S1 sequence	C	5	1	89	5	5	2018-03-06	2018	GB.00	GB	00	?	?	?	2635167	United Kingdom of Great Britain and Northern Ireland	54.75844	-2.69531	PCLI	2020-05-04
MW686845.1	MW686845.1	UNVERIFIED: Human adenovirus 5 isolate Pt53_S1 sequence	C	5	2	2	5	5	2018-09-24	2018	GB.00	GB	00	?	?	?	2635167	United Kingdom of Great Britain and Northern Ireland	54.75844	-2.69531	PCLI	2020-05-04
MW686846.1	MW686846.1	UNVERIFIED: Human adenovirus 5 isolate Pt53_S3 sequence	C	5	2	2	5	5	2018-11-15	2018	GB.00	GB	00	?	?	?	2635167	United Kingdom of Great Britain and Northern Ireland	54.75844	-2.69531	PCLI	2020-05-04
MW686847.1	MW686847.1	UNVERIFIED: Human adenovirus 5 isolate Pt53_S2 sequence	C	5	2	2	5	5	2018-10-22	2018	GB.00	GB	00	?	?	?	2635167	United Kingdom of Great Britain and Northern Ireland	54.75844	-2.69531	PCLI	2020-05-04
MW686848.1	MW686848.1	UNVERIFIED: Human adenovirus 5 isolate Pt54_S1 sequence	C	5	57	1	5	5	2019-03-04	2019	GB.00	GB	00	?	?	?	2635167	United Kingdom of Great Britain and Northern Ireland	54.75844	-2.69531	PCLI	2020-05-04
MW686849.1	MW686849.1	UNVERIFIED: Human adenovirus 5 isolate Pt60_S1 sequence	C	5	57	1	5	5	2019-02-05	2019	GB.00	GB	00	?	?	?	2635167	United Kingdom of Great Britain and Northern Ireland	54.75844	-2.69531	PCLI	2020-05-04
MW686850.1	MW686850.1	UNVERIFIED: Human adenovirus 2 isolate Pt45_S1 sequence	C	2	6	2	2	2	2018-01-29	2018	GB.00	GB	00	?	?	?	2635167	United Kingdom of Great Britain and Northern Ireland	54.75844	-2.69531	PCLI	2020-05-04
MW686853.1	MW686853.1	UNVERIFIED: Human adenovirus 41 isolate Pt13_S1 sequence	F	41	41	41	41	41	2015-06-15	2015	GB.00	GB	00	?	?	?	2635167	United Kingdom of Great Britain and Northern Ireland	54.75844	-2.69531	PCLI	2020-05-04
MW686854.1	MW686854.1	UNVERIFIED: Human adenovirus 41 isolate Pt65_S1 sequence	F	41	41	41	41	41	2019-01-10	2019	GB.00	GB	00	?	?	?	2635167	United Kingdom of Great Britain and Northern Ireland	54.75844	-2.69531	PCLI	2020-05-04
MW686855.1	MW686855.1	UNVERIFIED: Human adenovirus 41 isolate Pt71_S1 sequence	F	41	41	41	41	41	2019-03-25	2019	GB.00	GB	00	?	?	?	2635167	United Kingdom of Great Britain and Northern Ireland	54.75844	-2.69531	PCLI	2020-05-04
MW686856.1	MW686856.1	UNVERIFIED: Human adenovirus 41 isolate Pt63_S1 sequence	F	41	41	41	41	41	2019-04-08	2019	GB.00	GB	00	?	?	?	2635167	United Kingdom of Great Britain and Northern Ireland	54.75844	-2.69531	PCLI	2020-05-04
MW686857.1	MW686857.1	UNVERIFIED: Human adenovirus 41 isolate Pt30_S1 sequence	F	41	41	41	41	41	2015-06-17	2015	GB.00	GB	00	?	?	?	2635167	United Kingdom of Great Britain and Northern Ireland	54.75844	-2.69531	PCLI	2020-05-04
MW694832.1	MW694832.1	Human mastadenovirus D strain 212, complete genome	D	113	113	20	42	42	1978-01-01	1978	SE.00	SE	00	?	?	?	2661886	Kingdom of Sweden	62	15	PCLI	2020-03-29
MW748641.1	MW748641.1	Human adenovirus B3 isolate BJ20160214, complete genome	B	3	3	3	3	3	2016-01-01	2016	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
MW748642.1	MW748642.1	Human adenovirus B3 isolate BJ20170281, complete genome	B	3	3	3	3	3	2017-01-01	2017	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
MW748643.1	MW748643.1	Human adenovirus B3 isolate BJ20170284, complete genome	B	3	3	3	3	3	2017-01-01	2017	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
MW748644.1	MW748644.1	Human adenovirus B3 isolate BJ20170287, complete genome	B	3	3	3	3	3	2017-01-01	2017	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
MW748645.1	MW748645.1	Human adenovirus B3 isolate BJ20170320, complete genome	B	3	3	3	3	3	2017-01-01	2017	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
MW748646.1	MW748646.1	Human adenovirus B3 isolate BJ20170379, complete genome	B	3	3	3	3	3	2017-01-01	2017	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
MW748647.1	MW748647.1	Human adenovirus B3 isolate BJ20180075, complete genome	B	3	3	3	3	3	2018-01-01	2018	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
MW748648.1	MW748648.1	Human adenovirus B3 isolate BJ20180080, complete genome	B	3	3	3	3	3	2018-01-01	2018	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
MW748649.1	MW748649.1	Human adenovirus B3 isolate BJ20180274, complete genome	B	3	3	3	3	3	2018-01-01	2018	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
MW748650.1	MW748650.1	Human adenovirus B3 isolate BJ20180444, complete genome	B	3	3	3	3	3	2018-01-01	2018	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
MW748651.1	MW748651.1	Human adenovirus B3 isolate BJ20180567, complete genome	B	3	3	3	3	3	2018-01-01	2018	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
MW748652.1	MW748652.1	Human adenovirus B3 isolate BJ20180581, complete genome	B	3	3	3	3	3	2018-01-01	2018	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
MW748653.1	MW748653.1	Human adenovirus B3 isolate BJ20180612, complete genome	B	3	3	3	3	3	2018-01-01	2018	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
MW748654.1	MW748654.1	Human adenovirus B3 isolate BJ20180641, complete genome	B	3	3	3	3	3	2018-01-01	2018	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
MW748655.1	MW748655.1	Human adenovirus B3 isolate BJ20180681, complete genome	B	3	3	3	3	3	2018-01-01	2018	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
MW748656.1	MW748656.1	Human adenovirus B3 isolate BJ20180705, complete genome	B	3	3	3	3	3	2018-01-01	2018	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
MW748657.1	MW748657.1	Human adenovirus B3 isolate BJ20180708, complete genome	B	3	3	3	3	3	2018-01-01	2018	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
MW748658.1	MW748658.1	Human adenovirus B3 isolate BJ20180718, complete genome	B	3	3	3	3	3	2018-01-01	2018	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
MW748659.1	MW748659.1	Human adenovirus B3 isolate BJ20180730, complete genome	B	3	3	3	3	3	2018-01-01	2018	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
MW748660.1	MW748660.1	Human adenovirus B3 isolate BJ20180734, complete genome	B	3	3	3	3	3	2018-01-01	2018	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
MW748661.1	MW748661.1	Human adenovirus B3 isolate BJ20180775, complete genome	B	3	3	3	3	3	2018-01-01	2018	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
MW748662.1	MW748662.1	Human adenovirus B3 isolate CC20150103, complete genome	B	3	3	3	3	3	2015-01-01	2015	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
MW748663.1	MW748663.1	Human adenovirus B3 isolate GZ20150036, complete genome	B	3	3	3	3	3	2015-01-01	2015	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
MW748664.1	MW748664.1	Human adenovirus B3 isolate HB20140057, complete genome	B	3	3	3	3	3	2014-01-01	2014	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
MW748665.1	MW748665.1	Human adenovirus B3 isolate HB20150126, complete genome	B	3	3	3	3	3	2015-01-01	2015	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
MW748666.1	MW748666.1	Human adenovirus B3 isolate SH20160051, complete genome	B	3	3	3	3	3	2016-01-01	2016	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
MW748667.1	MW748667.1	Human adenovirus B3 isolate SH20160055, complete genome	B	3	3	3	3	3	2016-01-01	2016	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
MW748668.1	MW748668.1	Human adenovirus B3 isolate WZ20150066, complete genome	B	3	3	3	3	3	2015-01-01	2015	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
MW748669.1	MW748669.1	Human adenovirus B3 isolate WZ20150082, complete genome	B	3	3	3	3	3	2015-01-01	2015	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
MW748670.1	MW748670.1	Human adenovirus B3 isolate ZJ20150106, complete genome	B	3	3	3	3	3	2015-01-01	2015	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
MW748671.1	MW748671.1	Human adenovirus B3 isolate ZJ20150111, complete genome	B	3	3	3	3	3	2015-01-01	2015	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
MW748672.1	MW748672.1	Human adenovirus B3 isolate ZJ20150114, complete genome	B	3	3	3	3	3	2015-01-01	2015	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
MW805358.1	MW805358.1	Human mastadenovirus D strain PA_USA/VIR209329/2020/56[P56H15F9], complete genome	D	56	56	9	15	9	2020-01-01	2020	US.PA	US	PA	?	?	?	6254927	Pennsylvania	40.8	-77.7	ADM1	2020-06-12
MW805359.1	MW805359.1	Human mastadenovirus D strain OH_USA/NCHPro95/2014/56[P56H15F9], complete genome	D	56	56	9	15	9	2014-01-01	2014	US.OH	US	OH	?	?	?	5165418	Ohio	40.25034	-83.00018	ADM1	2019-12-30
MW805360.1	MW805360.1	Human mastadenovirus D strain NY_USA/44114/2019/56[P56H15F9], complete genome	D	56	56	9	15	9	2019-01-01	2019	US.NY	US	NY	?	?	?	5128638	New York	43.00035	-75.4999	ADM1	2019-12-27
MW815973.1	MW815973.1	Human adenovirus 7 strain HAdV7/China/Hubei/18B4089967/2019-06-21, complete genome	B	66	7	66	7	7	2019-06-21	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW815974.1	MW815974.1	Human adenovirus 7 strain HAdV7/China/Hubei/18B4092713/2019-01-15, complete genome	B	66	7	66	7	7	2019-01-15	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW815975.1	MW815975.1	Human adenovirus 7 strain HAdV7/China/Hubei/18B4092780/2019-02-02, complete genome	B	66	7	66	7	7	2019-02-02	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW815976.1	MW815976.1	Human adenovirus 7 strain HAdV7/China/Hubei/18B4092784/2019-02-06, complete genome	B	66	7	66	7	7	2019-02-06	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW815977.1	MW815977.1	Human adenovirus 7 strain HAdV7/China/Hubei/18S4008755/2019-02-12, complete genome	B	66	7	66	7	7	2019-02-12	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW815978.1	MW815978.1	Human adenovirus 7 strain HAdV7/China/Hubei/18S4008778/2018-12-26, complete genome	B	66	7	66	7	7	2018-12-26	2018	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW815979.1	MW815979.1	Human adenovirus 7 strain HAdV7/China/Hubei/18S4092779/2019-01-10, complete genome	B	66	7	66	7	7	2019-01-10	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW815980.1	MW815980.1	Human adenovirus 7 strain HAdV7/China/Hubei/18S4098016/2019-01-28, complete genome	B	66	7	66	7	7	2019-01-28	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW815981.1	MW815981.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0008968/2019-05-03, complete genome	B	66	7	66	7	7	2019-05-03	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW815982.1	MW815982.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0009033/2019-04-20, complete genome	B	66	7	66	7	7	2019-04-20	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW815983.1	MW815983.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0009034/2019-04-11, complete genome	B	66	7	66	7	7	2019-04-11	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW815984.1	MW815984.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0009036/2019-04-16, complete genome	B	66	7	66	7	7	2019-04-16	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW815985.1	MW815985.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0009038/2019-04-16, complete genome	B	66	7	66	7	7	2019-04-16	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW815986.1	MW815986.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0009040/2019-04-19, complete genome	B	66	7	66	7	7	2019-04-19	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW815987.1	MW815987.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0009042/2019-04-25, complete genome	B	66	7	66	7	7	2019-04-25	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW815988.1	MW815988.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0009046/2019-04-22, complete genome	B	66	7	66	7	7	2019-04-22	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW815989.1	MW815989.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0009061/2019-05-09, complete genome	B	66	7	66	7	7	2019-05-09	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW815990.1	MW815990.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0009067/2019-04-29, complete genome	B	66	7	66	7	7	2019-04-29	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW815991.1	MW815991.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0009068/2019-05-03, complete genome	B	66	7	66	7	7	2019-05-03	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW815992.1	MW815992.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0009080/2019-05-14, complete genome	B	66	7	66	7	7	2019-05-14	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW815993.1	MW815993.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0009082/2019-05-18, complete genome	B	66	7	66	7	7	2019-05-18	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW815994.1	MW815994.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0009083/2019-05-20, complete genome	B	66	7	66	7	7	2019-05-20	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW815995.1	MW815995.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0009084R/2019-05-19, complete genome	B	66	7	66	7	7	2019-05-19	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW815996.1	MW815996.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0009089/2019-06-14, complete genome	B	66	7	66	7	7	2019-06-14	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW815997.1	MW815997.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0009106/2019-05-14, complete genome	B	66	7	66	7	7	2019-05-14	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW815998.1	MW815998.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0009107/2019-05-14, complete genome	B	66	7	66	7	7	2019-05-14	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW815999.1	MW815999.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0009120/2019-05-15, complete genome	B	66	7	66	7	7	2019-05-15	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816000.1	MW816000.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0009125/2019-05-26, complete genome	B	66	7	66	7	7	2019-05-26	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816001.1	MW816001.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0009130/2019-05-15, complete genome	B	66	7	66	7	7	2019-05-15	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816002.1	MW816002.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0009131/2019-05-18, complete genome	B	66	7	66	7	7	2019-05-18	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816003.1	MW816003.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0009134/2019-05-26, complete genome	B	66	7	66	7	7	2019-05-26	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816004.1	MW816004.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0009136/2019-05-25, complete genome	B	66	7	66	7	7	2019-05-25	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816005.1	MW816005.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0009139/2019-05-01, complete genome	B	66	7	66	7	7	2019-05-01	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816006.1	MW816006.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0009141/2019-05-01, complete genome	B	66	7	66	7	7	2019-05-01	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816007.1	MW816007.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0009142/2019-04-30, complete genome	B	66	7	66	7	7	2019-04-30	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816008.1	MW816008.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0009146/2019-05-13, complete genome	B	66	7	66	7	7	2019-05-13	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816009.1	MW816009.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0009147/2019-05-11, complete genome	B	66	7	66	7	7	2019-05-11	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816010.1	MW816010.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0009149/2019-04-29, complete genome	B	66	7	66	7	7	2019-04-29	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816011.1	MW816011.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0012250/2019-05-09, complete genome	B	66	7	66	7	7	2019-05-09	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816012.1	MW816012.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0012251/2019-04-26, complete genome	B	66	7	66	7	7	2019-04-26	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816013.1	MW816013.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0012259/2019-05-26, complete genome	B	66	7	66	7	7	2019-05-26	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816014.1	MW816014.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0012262/2019-05-23, complete genome	B	66	7	66	7	7	2019-05-23	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816015.1	MW816015.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0012265/2019-05-23, complete genome	B	66	7	66	7	7	2019-05-23	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816016.1	MW816016.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0012269/2019-05-22, complete genome	B	66	7	66	7	7	2019-05-22	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816017.1	MW816017.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0012271/2019-05-13, complete genome	B	66	7	66	7	7	2019-05-13	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816018.1	MW816018.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0012273/2019-04-17, complete genome	B	66	7	66	7	7	2019-04-17	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816019.1	MW816019.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0012276/2019-03-29, complete genome	B	66	7	66	7	7	2019-03-29	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816020.1	MW816020.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0012967/2019-01-19, complete genome	B	66	7	66	7	7	2019-01-19	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
